"","Rating","Days","Verified","Review.text","Vine.Voice","Year","DaysSimple"
"98",5,731192,TRUE,"When I got the Harry Potter book, my expectations for it were fairly high, considering the length of time it took Mrs. Rowling to write it. I was also ready to criticize, being a bit frustrated having waiting this long. But once I started the book, I could not stop.All 870 pages were thrilling, humorous and suspensful. The charaters develop so much in the fifth installment to the Harry Potter series. Since Harry's fourth year in Hogwarts, the Ministry refuses to believe that Harry's story about Voldemort arising is true, and try to convince the rest of the Magic population that it isn't true either.Harry and Dumbledore try all they can to pursuade people that the Ministry is wrong, and that they have to be prepared for You-Know-Who. But Professor Umbridge, the new Defense Against the Dark Arts teacher sent by the Ministry, is not letting them, by teaching in a different way. But Professor Umbridge is not only disliked by the students for her odd way in teaching, but by the other professors as well.As much as everyone would like to deny the fact that Voldemort is returning, there is still an orginization called The Order of the Phoenix which tries to get as much information as possible on Voldemort as possible, and try their best to look after Harry. But Harry's scar seems to be hurting more often, and this tiem Harry can feel what Voldemort himself is feeling.In this fun and suspensful book, you can go through the same journey as Harry and his friends go through, and realize different truths that Dumbledore will finally explain to Harry, that has lingered in his mind for the bast 15 years.",FALSE,2003,1471
"100",5,731192,TRUE,"(No more spoilers lie herein than you'd find on the jacket of the book.)J.K. Rowling's ""Harry Potter"" series falls somewhere between pre-adolescent fantasy and timeless literature; its protagonist is a boy who grows before our eyes, and although Rowling's universe was clearly assembled before she began her first book, her skill as a writer grows along with Harry.My childhood was filled with Madeleine L'Engle, Susan Cooper, C.S. Lewis, and J.R.R. Tolkien.  Rowling is perhaps this generation's only provider of truly transcendent literature for youngsters, keeping her subject interesting to the young reader without compromising quality or engaging in histrionics.  (The Lemony Snicket series, which is perhaps funnier to adults than to children, is still not great literature - more like Edward Gorey in typeset instead of ink.)With ""Harry Potter and the Order of the Phoenix"", Rowling spreads her wings and also allows Harry to branch out into humanity with all its many facets.  If the Harry Potter of the ""Sorcerer's Stone"" was too plucky in the face of adversity for you, you'll relate much more to the 15-year-old, who now faces all of the crippling insecurities and doubt that make life as a teenager both harrowing and educational.  His gut-wrenching triumph at the close of ""Goblet of Fire"" is brought into sharp, non-fantasy relief by the opening of ""Order of the Phoenix"".  The Harry Potter phenomenon in our world is at its nadir; in Harry's world, he has returned to the role of misfit and outcast that he thought he'd left behind when he began his life at Hogwart's.Rowling's writing is more confident, as though the voice of the 15 year old boy is the one she knows best.  She describes in succinct phrases the heady mood swings of adolescence, showing neither pity nor disdain to the subject.  The story here is much more dark; the Triwizard Tournament of ""Goblet of Fire"" was still a school contest, but the outside world encroaches on Hogwart's in this tale and the tone from start to finish is darker for it.The Harry in this story faces many of the things a headstrong boy his age would in the real world - challenges of popularity, struggling in school, minor run-ins with law enforcement and tests of strength in his friendships.""Order of the Phoenix"" trusts its young readers to be able to use all of the Harry history they know to follow him through the book's events, and emerge unscathed even if a few sleepless nights between cliffhanger chapters occur on the way to the end.  The suspense and tension in this novel are genuine from the first chapter onward, unlike Goblet of Fire, which always felt safe until its very end.Although my personal opinion is that children will find far worse on prime time television, some parents may feel the minor language and descriptions of violence in the book are too much for younger kids.  (In truth, I often chuckled at the very rare and well-placed minor cursing - which captured the unsteady voice of a teenager who is only beginning to test his right to speak those words aloud.)We need not fear that the Harry Potter series will outgrow its original core reading audience, since it's growing up with them apace.  I also strongly recommend ""Order of the Phoenix"" to adults who found the first Harry Potter books too childish for their liking.",FALSE,2003,1471
"101",5,731189,TRUE,"Harry Potter and the Order of the Phoenix is a marvelous edition to J.K. Rowling's library, and well worth the long, long wait and the number of pages.  Although the book is the darkest novel yet in the Harry Potter saga, it reads like one of the earlier editions, happy and light with plenty of humor thrown in compensate for the overall dark tone of the novel.  The plot is complex and involved, but never difficult as Rowling takes time and trouble to make certain everyone understands the mystery before moving to the next part.Many characters in this book become more well-rounded, and their actions are better justified.  Professor McGonagall becomes a much more likable character, and we get more insight into the reason behind Professor Snape's hatred of Harry.  We also see Harry's love life blossom somewhat as he ages, and he goes through typical teenage strife with his friends, Ron and Hermione.The ending is an exciting, heart-in-your-throat adventure that is sure to delight Harry Potter fans old and new.  My only advice for reading this book:  Don't make this your first Potter foray.  Read the other books first.  Rowling doesn't explain every detail from the first ones; she just assumes you've read them and doesn't bog you down with details you already remember (if you've read the first four).Basically, this is a very exciting book that well lives up to the Harry Potter saga and is sure to delight the many legions of fans who have waiting with bated breath for the newest edition.",FALSE,2003,1468
"106",5,731925,TRUE,"What can I say except WOW!  Jo Rowling has to be one of the truly great writers of our time.  Book 5 introduces new characters who are incredibly well-developed.  Dolores Umbridge is one of the most hateful characters I have ever encountered, but her introduction into the series makes it so fasinating that it is nearly impossible to put this book down for even a minute.  I am reading it now for the third time and, as with all of the HP series, JKR has hidden information that is key to the entire storyline in nooks and crannies that can only be discovered by reading and rereading.  The main trio, Harry, Ron and Hermione are developing into very interesting teens.  I love the Weasley twins and there is a section devoted to them that is priceless!  Luna Lovegood is also a most interesting character and I was happy to see that her character was fleshed out in this book.  The spells are getting more interesting and the drama surrounding Lord Voldemort is getting more intense now that he has returned to his body.  Neville's character has developed too and that is great!  After my first read, I was quite disturbed with the events in Order of the Phoenix, but after the second read, I was enraptured just as I was with the previous 4 books.  If you haven't already, read this book and then read it again.  It just keeps getting better and better!!  Another Winner from JK Rowling!",FALSE,2005,2204
"108",5,731191,TRUE,"I was afraid that a book this long would be repetative and lacking substance. I was wrong. The book moves along with each page and trying to trim any of the content would have been hard. The book starts out as usual at the Dursleys house, and then moves on to Harry's 5th year at Hogwarts. Unlike past books, Harry is now a full blown teenager with gripes and attitude (just like my own 15 year old). He's not the big hero on campus this year-he's the laughing stock. The wizard's local paper has dubbed him a ""nutter"" and even his bunkmates are unsure of whether to believe his story about Voldemort. This installment has another evil character for Harry and his friends to contend with each day-Prof. Umbridge. This character is the essence of all that is evil in government intervention in people lives-especially education. As an special needs educator, I saw parallels to how our own government tries to impose its idea of a perfect education. This new twist in bringing in social controversy into her fantasy world gives the book a whole new dimension. One that is full-bodied and rich. J.K. Rowling has grown from the other books along with Harry and is allowing her readers the chance to be transported into the world of fantasy, but with the tip of the broomstick touching into the real world so that we can all find ourselves in the story.Now that summer is here and the kids are out of school. Enjoy all 870 pages. You'll probably end up wishing there were more.",FALSE,2003,1470
"109",5,731190,TRUE,"I received my copy on Saturday and finished early Sunday morning.  This is a book you simply cannot put down.  While I thought number 4 was truly great, this one actually surpasses it.  Now a teenager with the normal teenage angst, Harry must also deal with the horrors of only two months ago, with nightmares and no one in his Muggle world in whom he can confide.  Even Professor Dumbledore is distant, while Ron and Hermione write infuriatingly vague letters. When excitement suddenly enters his Muggle world, he realizes again that he's still a target of those who wish him ill.  At long last, he's back at school, only to find a particularly loathsome new Defense Against the Dark Arts teacher: Dolores Umbridge, who looks like a toad and plainly despises Harry and anyone connected to him. Life is more and more complicated, as the fifth years prepare for their Ordinary Wizarding Levels examinations (O.W.Ls), vivid dreams about long hallways and closed doors haunt Harry, teachers come under professional attack, and the wizard world is poised to tear itself apart from within.Simply reading the chapter titles was exciting.  One title caused me to make an assumption about the major character slated to die.  Let's just say I was way off the mark.  Thank goodness.Buy this book!  Collect the whole set.  Then read them aloud to your friends.  They are so worth it--the classic story of good versus evil, told by an author with a mesmerizing storytelling gift.",FALSE,2003,1469
"110",4,731192,TRUE,"As you move through the Harry Potter series the reading level gets progressively more difficult - so does the intensity and darkness of the books. The relative innocence of the first book may fool parents into thinking the whole series is appropriate for young readers. A word of caution - in my opinion it isn't.I have thoroughly enjoyed all of the books in the series but I have to say I came away from this latest book with mixed emotions. The innocence is definitely gone! This book is full of anger. Harry Potter's anger and frustration made him seem almost like a stranger at times. I really got caught up in his anger at the injustice, both real and perceived, that he and others suffer in the book. I'm concerned how it may affect younger readers.Plus, at 15, Harry is growing up and facing adult situations and emotions. As a mother I found myself wanting to sit down with him to counsel and comfort him as a parent would. The kid in me wished I could be his friend and fly off on a thestral - to fight at his side!So - do I recommend this book? Yes, I liked the book and didn't want to put it down as is evidenced by me reading all 870 pages in 3 days! But I urge some caution - I think this book is more suited to mature audiences. I won't be reading this one to my 7 year old granddaughter for a few years. Can't wait to see this one in the theatre though! Should have some spectacular scenes!Am I eager for the next installment? You bet! I am after all a big Harry Potter fan!",FALSE,2003,1471
"111",5,731191,TRUE,"I've waited a long time for this book and I wasn't disapponted. There are a lot of diffrent themes/subplots brought up in this book , so sometimes it feels like you're reading a bunch of short stories all at once. However the author keeps them nicely arranged (for the most part) and weaves it into one neat (and exciting) book.This book is all about revalations. Revelations into some of the character's pasts and personalities, revalations about the wizarding society as a whole, as well as revalations regarding some of the secrets.  Some of these you could see coming from miles away, but I'll bet that everyone who has been following these books will come away with at least one surprise. To say more would make this a spoiler review, which I don't want to do.A major theme of this book is also the elitism among the wizards and the borderline contempt/hatred they feel towards non wizards. I'm not just referring to muggles, but to ALL of the creatures encountered. Rowling goes heavily into this theme by describing some of the ill effects to the other groups that have been looked down on, especially the anger and contempt returned by those groups onto the people that mistreat them. I challenge any reader not to think about racism while they are reading those passages.Also very well done is Harry's teen angst. It's been half a lifetime ago since I was that age, but Rowling really brought back memories of the confusion with the opposite sex and the annoyance/anger you get when well meaning adults keep information from you or mollycoddling you. All of the secrecy leads to a tragic conclusion that will resonate strongly with young people. There is a healthy bit of ""challenge authority"" here (more so than the last books) which may have some adults coughing nervously (hem, hem), but will delight many youngsters.In short, its a more ambitious, more sophisticated read than the last one, but its still amazing and entertaining fun. Can't wait for book 6.",FALSE,2003,1470
"113",5,731190,TRUE,"Knowing what a slow reader I am, I took off work to read ""The Order of the Phoenix"" on my pre-set strick schedule which involved 2 hour naps and 20 minute dinner breaks.  Thanks to the momentum of this amazing tale, however, my schedule went by the wayside before Saturday was over, and I finished the book in half the time I had planned for (and slept there after).  This was the best book of the series.  After 3 long years, we finally get to see 15 year old Harry (with a 15 year olds hormones) deal with the return of Voldemort to full power, disappointment and frustration when his friends are given more responsibilities than him, and the guilt and anxiety of his responsibility to his real family, Sirius Black and the Weasleys.It is the worst book in the series for the emotionally unstable, like myself.  The death of a major player in this book, and the very dark themes of the dark magic and the temptations of power are devastating.  The death, in particular, is a hard blow for those of us who have trouble keeping in mind that these characters are fictional and that it is indeed, just a book.  I had to put it down several times and remind myself of that during particularly anxious or morose sections.There is nothing that Rowling could do to this book to make it bad.  After 4 books, Harry and his friends do feel like family, and it's not really a question of how good anymore, but how intense (and how long will we have to wait for the next installment).  However, this book really was an exceptional story.  Rowling has really captured the mind of a 15 year old boy with his insecurities, frustrations, and hormones.  Harry is more real than ever before and his judgement is more human.  He makes mistakes that are terribly costly and even though he learns his lessons, life doesn't just go back to being a beautiful magical wonderland.  He has to live with his mistakes from now on.  Those around him are more human too.  Even Dumbledore is shown to have faults that are very human and help lead to the disasters that are faced in this story, and no doubt in the future. A future that we wait with bated breathe to read.",FALSE,2003,1469
"114",5,731192,TRUE,"What else can be said? Surely tons of people have jumped onto Amazon.com and other websites to post their thoughts about the book.  Surely people raced to finish to book and post spoilers everywhere.  I cannot imagine where people are waiting to read a review to make a decision on whether to pick up this book.  But if so, know this - this book was impossible to put down.  Harry is growing up, these characters are maturing and changing with the events they are enduring.  It was again a fascinating read, but the character development was beyond expectation.I started reading the Harry Potter books when Chamber of Secrets came out.  I am sure I don't have a new story - friends laughed, it's a kids' story, slowly they got on the band wagon, indeed most of the world is on the band wagon, we all laugh and cry with Harry, religious zealots say the books should be burned, Hollywood makes millions, Lego makes little toys, blah blah blah.But if somewhere someone is jaded, disillusioned, tired of the hype, turned away from the books because they believe they are above them, want to be different, or above the trends and ""fads"" of normalcy - you're a twit.  This book once again shows Ms. Rowling is a very much talented writer with a very good idea of where she is taking this story.  I thought when I finished the book I would be anxious for the sixth book.  Instead, I am anxious for the sixth and seventh.  I am anxious to see where it all is going now.  I have to know how it ends, even though it'll be the end of a great roller coaster of a ride.",FALSE,2003,1471
